#	Name	name_smiles	Wavelength	Epsilon	Quantum Yield
41	Ferrocene	[CH-]1C=CC=C1.[CH-]1C=CC=C1.[Fe+2]	442.0	96	0.0
42	Biphenyl	C1=CC=C(C=C1)C2=CC=CC=C2	247.5	16000	0.18
43	p-Terphenyl	C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=CC=C3	276.25	33800	0.93
44	p-Quaterphenyl	C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C4=CC=CC=C4	294.75	41000	0.89
45	p-Quinquephenyl	C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=CC=CC=C5	312.0	62500	0.89
46	1,3,5-Triphenylbenzene 	C1=CC=C(C=C1)C2=CC(=CC(=C2)C3=CC=CC=C3)C4=CC=CC=C4	251.0	60000	0.27
47	Benzidine	C1=CC(=CC=C1C2=CC=C(C=C2)N)N	206.0	67500	0.16
48	3,3'-Dimethylbenzidine	CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N	209.0	41800	0.33
49	3,3',5,5-Tetramethylbenzidine	CC1=CC(=CC(=C1N)C)C2=CC(=C(C(=C2)C)N)C	212.0	34800	0.29
52	1,2,3,4,5-Pentaphenyl-1,3-cyclopentadiene	C1=CC=C(C=C1)C2C(=C(C(=C2C3=CC=CC=C3)C4=CC=CC=C4)C5=CC=CC=C5)C6=CC=CC=C6	245.0	18600	0.0028
53	rac-BINAP	C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8	223.0	9800	0.0
54	(R)-BINOL	C1=CC=C2C(=C1)C=CC(=C2C3=C(C=CC4=CC=CC=C43)O)O	278.0	8590	0.1
55	Naphthalene	C1=CC=C2C=CC=CC2=C1	275.0	6000	0.23
56	Anthracene	C1=CC=C2C=C3C=CC=CC3=CC2=C1	356.25	9700	0.36
57	Tetracene	C1=CC=C2C=C3C=C4C=CC=CC4=CC3=CC2=C1	475.0	10000	0.13
58	Pentacene	C1=CC=C2C=C3C=C4C=C5C=CC=CC5=CC4=CC3=CC2=C1	578.0	7200	0.13
59	Phenanthrene	C1=CC=C2C(=C1)C=CC3=CC=CC=C32	252.0	69200	0.125
60	Pyrene	C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2	241.0	81700	0.32
61	Triphenylene	C1=CC=C2C(=C1)C3=CC=CC=C3C4=CC=CC=C24	258.0	146000	0.08
62	9,10-Diphenylanthracene	C1=CC=C(C=C1)C2=C3C=CC=CC3=C(C4=CC=CC=C42)C5=CC=CC=C5	372.5	14000	1.0
63	9,10-Bis(phenylethynyl)anthracene	C1=CC=C(C=C1)C#CC2=C3C=CC=CC3=C(C4=CC=CC=C42)C#CC5=CC=CC=C5	270.25	87000	1.0
64	Rubrene	C1=CC=C(C=C1)C2=C3C=CC=CC3=C(C4=C(C5=CC=CC=C5C(=C24)C6=CC=CC=C6)C7=CC=CC=C7)C8=CC=CC=C8	303.0	127000	0.54
65	1,8-Naphthalic anhydride	C1=CC2=C3C(=C1)C(=O)OC(=O)C3=CC=C2	228.0	26300	0.32
66	2-Aminonaphthalene 	C1=CC=C2C=C(C=CC2=C1)N	239.0	53700	0.91
67	2,3-Diaminonaphthalene	C1=CC=C2C=C(C(=CC2=C1)N)N	245.0	50100	0.54
68	8-Anilino-1-naphthalenesulfonic acid	C1=CC=C(C=C1)NC2=CC=CC3=C2C(=CC=C3)S(=O)(=O)O	218.0	25100	0.24
69	1,4,5,8-Naphthalenetetracarboxylic dianhydride	C1=CC2=C3C(=CC=C4C3=C1C(=O)OC4=O)C(=O)OC2=O	227.0	37200	0.13
70	Pyranine	C1=CC2=C3C(=C(C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])C=CC4=C(C=C(C1=C43)O)S(=O)(=O)[O-].[Na+].[Na+].[Na+]	235.0	23100	1.0
71	1,2-Diphenylacetylene	C1=CC=C(C=C1)C#CC2=CC=CC=C2	278.75	27600	0.0034
72	cis-Stilbene	C1=CC=C(C=C1)/C=C\C2=CC=CC=C2	276.0	10200	0.0
73	trans-Stilbene	C1=CC=C(C=C1)/C=C/C2=CC=CC=C2	293.75	28200	0.04
74	1,4-Diphenylbutadiyne	C1=CC=C(C=C1)C#CC#CC2=CC=CC=C2	326.0	27800	0.0016
75	1,4-Diphenylbutadiene	C1=CC=C(C=C1)/C=C/C=C/C2=CC=CC=C2	330.0	33000	0.42
76	1,6-Diphenylhexatriene	C1=CC=C(C=C1)/C=C/C=C/C=C/C2=CC=CC=C2	353.25	82400	0.65
77	4-Dimethylamino-4'-nitrostilbene	CN(C)C1=CC=C(C=C1)/C=C/C2=CC=C(C=C2)[N+](=O)[O-]	432.25	27000	0.7
78	Curcumin	COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O	425.0	55000	0.063
79	all trans-Retinal 	CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=O)/C)/C	372.0	43500	0.0
80	Beta-carotene	CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)/C)/C	451.0	139500	0.0
81	Pyridine	C1=CC=NC=C1	251.0	1800	0.0
82	Pyridine N-oxide	C1=CC=[N+](C=C1)[O-]	276.0	14300	0.0
83	2-Acetylpyridine	CC(=O)C1=CC=CC=N1	227.0	7500	0.0
84	4-Dimethylaminopyridine	CN(C)C1=CC=NC=C1	257.0	13300	0.017
85	4-(4-Nitrobenzyl)pyridine 	C1=CC(=CC=C1CC2=CC=NC=C2)[N+](=O)[O-]	265.0	12300	0.0
86	1,3,5-Triazine	C1=NC=NC=N1	270.0	890	0.0
87	Phthalimide	C1=CC=C2C(=C1)C(=O)NC2=O	215.0	44100	0.0
88	2,2'-Bipyridine	C1=CC=NC(=C1)C2=CC=CC=N2	281.0	11200	0.0
89	4,4'-Bipyridine	C1=CN=CC=C1C2=CC=NC=C2	238.0	12600	0.0
90	Quinoline	C1=CC=C2C(=C1)C=CC=N2	204.0	27000	0.01
91	8-Quinoline carboxylic acid	C1=CC2=C(C(=C1)C(=O)O)N=CC=C2	219.0	31900	0.02
92	3-Quinoline carboxaldehyde	C1=CC=C2C(=C1)C=C(C=N2)C=O	245.0	1330	0.0
93	Benzothiazole	C1=CC=C2C(=C1)N=CS2	217.0	18700	0.0
94	Benzotriazole	C1=CC2=NNN=C2C=C1	253.0	5620	0.0
95	2-Methylbenzoxazole	CC1=NC2=CC=CC=C2O1	231.75	10200	0.05
96	Pyrrole	C1=CNC=C1	206.0	15000	0.0
97	Pyrrole-2-carboxaldehyde	C1=CNC(=C1)C=O	278.0	15600	0.0
98	Thiazole Orange 	CC1=CC=C(C=C1)S(=O)(=O)[O-].CN\1C2=CC=CC=C2S/C1=C\C3=CC=[N+](C4=CC=CC=C34)C	502.0	58500	0.0
99	Thioflavin T 	CC1=CC2=C(C=C1)[N+](=C(S2)C3=CC=C(C=C3)N(C)C)C.[Cl-]	413.0	36000	0.0004
100	Tris(2,2'-bipyridyl)ruthenium(II)	C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.[Ru+2]	286.0	87000	0.042
101	4-Chloro-7-nitrobenzofurazan 	C1=C(C2=NON=C2C(=C1)Cl)[N+](=O)[O-]	336.0	8130	0.0
102	7-Benzylamino-4-nitrobenz-2-oxa-1,3-diazole	C1=CC=C(C=C1)CNC2=CC=C(C3=NON=C23)[N+](=O)[O-]	460.5	19700	0.36
103	Carbostyril 124	CC1=CC(=O)NC2=C1C=CC(=C2)N	219.0	46500	0.97
104	Quinoline Yellow 	C1=CC=C2C(=C1)C=CC(=N2)C3C(=O)C4=CC=CC=C4C3=O	413.0	22700	0.0
105	2,3,5-Triphenyltetrazolium Chloride	C1=CC=C(C=C1)C2=NN([N+](=N2)C3=CC=CC=C3)C4=CC=CC=C4.[Cl-]	247.0	25600	0.0
106	Quinine sulfate	COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O.OS(=O)(=O)O	349.0	5700	0.546
107	L-Alanine	C[C@@H](C(=O)O)N	262.0	9	0.0
108	L-Phenylalanine	C1=CC=C(C=C1)C[C@@H](C(=O)O)N	257.5	195	0.022000000000000002
109	L-Tyrosine	C1=CC(=CC=C1C[C@@H](C(=O)O)N)O	274.25	1405	0.13
110	L-Histidine	C1=C(NC=N1)C[C@@H](C(=O)O)N	211.0	5700	0.0
111	L-Tryptophan	C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N	278.0	5579	0.12
112	Adenine	C1=NC2=C(N1)C(=NC=N2)N	261.0	13000	0.0
113	Guanine	C1=NC2=C(N1)C(=O)NC(=N2)N	243.0	10700	0.0
114	Cytosine	C1=C(NC(=O)N=C1)N	266.75	6100	0.0
115	Thymine	CC1=CNC(=O)NC1=O	263.75	7900	0.0
116	Uracil	C1=CNC(=O)NC1=O	258.25	8200	0.0
117	2-Amino-4-methylpyrimidine 	CC1=NC(=NC=C1)N	228.0	14500	0.0
118	2,4-dihydroxy-6-methylpyrimidine	CC1=CC(=O)NC(=O)N1	259.0	9300	0.0
119	D-(-)-Salicin	C1=CC=C(C(=C1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O	212.0	1000	0.0
120	Riboflavin	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O	263.0	33000	0.3
121	L-Ascorbic acid	C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O	265.0	14000	0.0
122	DL-alpha-Tocopherol	CC1=C(C(=C2CCC(OC2=C1C)(C)CCCC(C)CCCC(C)CCCC(C)C)C)O	206.0	26300	0.14
123	Vitamin K1	CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C	248.0	18600	0.0
124	Folic acid	C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N	281.0	25200	0.005
125	1,4-Benzoquinone	C1=CC(=O)C=CC1=O	239.75	17000	0.0
126	Hydroquinone	C1=CC(=CC=C1O)O	225.0	17000	0.16
127	2,3,5,6-Tetrachloro-1,4-benzoquinone 	C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl	288.0	22400	0.0
128	Tetrachlorohydroquinone	C1(=C(C(=C(C(=C1Cl)Cl)O)Cl)Cl)O	211.0	39900	0.0
129	2,3,5,6-Tetramethyl-1,4-benzoquinone	CC1=C(C(=O)C(=C(C1=O)C)C)C	270.0	24500	0.0
130	2,3-Dichloro-5,6-dicyano-1,4-benzoquinone	C(#N)C1=C(C(=O)C(=C(C1=O)Cl)Cl)C#N	287.0	12300	0.0
131	3,4,5,6-Tetrachloro-1,2-benzoquinone	C1(=C(C(=O)C(=O)C(=C1Cl)Cl)Cl)Cl	458.0	1480	0.0
132	2,5-Diphenyl-1,4-benzoquinone	C1=CC=C(C=C1)C2=CC(=O)C(=CC2=O)C3=CC=CC=C3	243.0	31100	0.0
133	2,5-Di-tert-butyl-1,4-benzoquinone	CC(C)(C)C1=CC(=O)C(=CC1=O)C(C)(C)C	258.0	15100	0.0
134	Tetracyanoethylene	C(#N)C(=C(C#N)C#N)C#N	267.0	14500	0.0
135	7,7,8,8-Tetracyanoquinodimethane	C1=CC(=C(C#N)C#N)C=CC1=C(C#N)C#N	401.0	42700	0.0
136	1,4-Naphthoquinone	C1=CC=C2C(=O)C=CC(=O)C2=C1	246.0	21300	0.0
138	2,3-Dichloro-1,4-naphthoquinone	C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)Cl	280.0	18400	0.0
139	2-Methyl-1,4-naphthoquinone	CC1=CC(=O)C2=CC=CC=C2C1=O	251.0	18200	0.0
140	9,10-Phenanthrenequinone 	C1=CC=C2C(=C1)C3=CC=CC=C3C(=O)C2=O	268.0	29000	0.0
141	1,2-Naphthoquinone	C1=CC=C2C(=C1)C=CC(=O)C2=O	249.0	19200	0.0
143	9,10-Anthraquinone	C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3C2=O	251.25	56800	0.0
144	Alizarin	C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)O)O	248.0	28400	0.0
145	Alizarin Red S	C1=CC=C2C(=C1)C(=O)C3=CC(=C(C(=C3C2=O)O)O)S(=O)(=O)[O-].[Na+]	250.0	20000	0.0
146	1,4-Anthraquinone	C1=CC=C2C=C3C(=O)C=CC(=O)C3=CC2=C1	233.0	46800	0.0
147	5,12-Naphthacenequinone	C1=CC=C2C=C3C(=CC2=C1)C(=O)C4=CC=CC=C4C3=O	296.0	36300	0.43
148	6,13-Pentacenequinone	C1=CC=C2C=C3C(=CC2=C1)C(=O)C4=CC5=CC=CC=C5C=C4C3=O	303.0	107000	0.54
149	Coumarin	C1=CC=C2C(=C1)C=CC(=O)O2	275.0	11000	0.0
150	4-Hydroxycoumarin	C1=CC=C2C(=C1)C(=CC(=O)O2)O	280.0	8470	0.003
151	7-Hydroxycoumarin	C1=CC(=CC2=C1C=CC(=O)O2)O	326.0	16800	0.08
152	7-Hydroxy-4-(trifluoromethyl)coumarin	C1=CC2=C(C=C1O)OC(=O)C=C2C(F)(F)F	338.0	12600	0.2
153	7-Methoxycoumarin-4-acetic acid	COC1=CC2=C(C=C1)C(=CC(=O)O2)CC(=O)O	323.75	11820	0.18
154	Coumarin 1	CCN(CC)C1=CC2=C(C=C1)C(=CC(=O)O2)C	373.25	23500	0.5
155	Coumarin 6	CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)O2)C3=NC4=CC=CC=C4S3	459.25	54000	0.78
156	Coumarin 7	CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)O2)C3=NC4=CC=CC=C4N3	436.0	52500	0.82
157	Coumarin 30	CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)O2)C3=NC4=CC=CC=C4N3C	407.5	54000	0.8
158	Coumarin 151	C1=CC2=C(C=C1N)OC(=O)C=C2C(F)(F)F	384.0	17000	0.53
159	Coumarin 314	CCOC(=O)C1=CC2=CC3=C4C(=C2OC1=O)CCCN4CCC3	436.0	46800	0.68
160	Coumarin 343	C1CC2=C3C(=C4C(=C2)C=C(C(=O)O4)C(=O)O)CCCN3C1	444.75	44300	0.63
161	Calcein Blue	CC1=CC(=O)OC2=C1C=CC(=C2CN(CC(=O)O)CC(=O)O)O	361.0	16100	0.59
162	Urolithin B	C1=CC=C2C(=C1)C3=C(C=C(C=C3)O)OC2=O	278.0	11300	0.21
163	Acridine 	C1=CC=C2C(=C1)C=C3C=CC=CC3=N2	247.0	178000	0.0079
164	Proflavine hydrochloride	C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N.Cl	261.0	53700	0.34
165	Acridine Orange	CN(C)C1=CC2=C(C=C1)C=C3C=CC(=CC3=N2)N(C)C	270.5	49100	0.2
166	Acridine Yellow G	CC1=CC2=CC3=CC(=C(C=C3N=C2C=C1N)N)C.Cl	264.0	51100	0.47
167	Acridone	C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3N2	249.0	99900	0.42
168	Phenazine	C1=CC=C2C(=C1)N=C3C=CC=CC3=N2	248.0	107000	0.0
169	Phenosafranin	C1=CC=C(C=C1)[N+]2=C3C=C(C=CC3=NC4=C2C=C(C=C4)N)N.[Cl-]	533.0	35600	0.2
170	Neutral Red	CC1=CC2=NC3=C(C=C(C=C3)N(C)C)N=C2C=C1N.Cl	278.0	43700	0.044000000000000004
171	Janus Green B	CCN(CC)C1=CC2=[N+](C3=C(C=CC(=C3)N=NC4=CC=C(C=C4)N(C)C)N=C2C=C1)C5=CC=CC=C5.[Cl-]	587.0	35000	0.0
172	Phenothiazine	C1=CC=C2C(=C1)NC3=CC=CC=C3S2	253.0	47600	0.006
173	Thionin	C1=CC2=C(C=C1N)SC3=CC(=[NH2+])C=CC3=N2.[Cl-]	605.0	77600	0.04
174	Methylene blue	CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-]	656.0	40700	0.04
175	Azure II	CNC1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-].[Cl-]	654.0	81300	0.04
176	Toluidine Blue O	CC1=CC2=C(C=C1N)SC3=CC(=[N+](C)C)C=CC3=N2.[Cl-]	628.0	74000	0.076
177	Phenoxathiin	C1=CC=C2C(=C1)OC3=CC=CC=C3S2	237.0	28500	0.0
178	Phenoxazine	C1=CC=C2C(=C1)NC3=CC=CC=C3O2	239.0	39800	0.025
179	Oxazine 1	CCN(CC)C1=CC2=C(C=C1)N=C3C=CC(=[N+](CC)CC)C=C3O2	642.5	117000	0.11
180	Cresyl Violet perchlorate	C1=CC=C2C(=C1)C(=CC3=C2N=C4C=CC(=N)C=C4O3)N.OCl(=O)(=O)=O	603.0	28000	0.54
181	Nile Red	CCN(CC)C1=CC2=C(C=C1)N=C3C4=CC=CC=C4C(=O)C=C3O2	519.4	38000	0.7
182	Nile Blue 	CC[N+](=C1C=CC2=NC3=C(C=C(C4=CC=CC=C43)N)OC2=C1)CC.[Cl-]	627.5	67000	0.27
184	Azobenzene	C1=CC=C(C=C1)N=NC2=CC=CC=C2	319.0	22400	0.0
185	Acid Red 2	CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2C(=O)O	430.0	18500	0.0
186	Methyl Orange	CN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)S(=O)(=O)[O-].[Na+]	466.0	25900	0.0
187	Orange G	C1=CC=C(C=C1)N=NC2=C(C=CC3=CC(=CC(=C32)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+]	478.0	20900	0.0
188	Orange II	C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C=C3)S(=O)(=O)[O-])O.[Na+]	486.0	15400	0.0
189	Acid Red 88	C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C4=CC=CC=C43)S(=O)(=O)[O-])O.[Na+]	503.0	11700	0.0
190	Sudan I	C1=CC=C(C=C1)N=NC2=C(C=CC3=CC=CC=C32)O	481.0	14500	0.0
191	Sudan II	CC1=CC(=C(C=C1)N=NC2=C(C=CC3=CC=CC=C32)O)C	498.0	15800	0.0
192	Acid Violet 3	C1=CC(=CC=C1N)N=NC2=C(C3=C(C=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])O)O.[Na+].[Na+]	555.0	36000	0.0
193	Acid Red 1	CC(=O)NC1=C2C(=CC(=C1)S(=O)(=O)[O-])C=C(C(=C2O)N=NC3=CC=CC=C3)S(=O)(=O)[O-].[Na+].[Na+]	530.0	31900	0.0
194	Acid Red 14	C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)[O-])N=NC3=C(C4=CC=CC=C4C(=C3)S(=O)(=O)[O-])O.[Na+].[Na+]	512.0	24000	0.0
195	Acid Blue 92	C1=CC=C(C=C1)NC2=C3C(=C(C=C2)N=NC4=C5C(=CC(=C4)S(=O)(=O)[O-])C=C(C=C5O)S(=O)(=O)[O-])C=CC=C3S(=O)(=O)[O-].[Na+].[Na+].[Na+]	563.0	32300	0.0
196	Sudan III	C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N=NC3=C(C=CC4=CC=CC=C43)O	504.0	30000	0.0
197	Sudan IV	CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N=NC3=C(C=CC4=CC=CC=C43)O)C	518.0	32500	0.0
198	Acid Black 1	C1=CC=C(C=C1)N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC4=CC=C(C=C4)[N+](=O)[O-])N)O.[Na+].[Na+]	619.0	51600	0.0
199	Ponceau S	C1=CC(=CC=C1N=NC2=CC(=C(C=C2)N=NC3=C4C=CC(=CC4=CC(=C3O)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+]	513.0	42000	0.0
200	Congo Red	C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+]	483.0	48000	0.0
201	Benzopurpurin 4B	CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=CC=CC=C4C(=C3)S(=O)(=O)[O-])N)C)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N.[Na+].[Na+]	497.0	23900	0.0
202	Evans Blue	CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C3)C(=CC(=C4N)S(=O)(=O)[O-])S(=O)(=O)[O-])O)C)N=NC5=C(C6=C(C=C5)C(=CC(=C6N)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+].[Na+].[Na+]	606.0	86000	0.0
203	1,1'-Diethyl-2,2'-cyanine iodide	CCN1/C(=C/C2=[N+](C3=CC=CC=C3C=C2)CC)/C=CC4=CC=CC=C41.[I-]	524.25	54000	0.0
204	1,1'-Diethyl-2,2'-carbocyanine iodide 	CCN1/C(=C/C=C/C2=[N+](C3=CC=CC=C3C=C2)CC)/C=CC4=CC=CC=C41.[I-]	603.5	128000	0.001
205	1,1'-Diethyl-2,2'-dicarbocyanine iodide	CCN1C(=CC=CC=CC2=[N+](C3=CC=CC=C3C=C2)CC)C=CC4=CC=CC=C41.[I-]	711.0	326000	0.0028
206	1,1'-Diethyl-4,4'-cyanine iodide	CCN1C=CC(=CC2=CC=[N+](C3=CC=CC=C23)CC)C4=CC=CC=C41.[I-]	592.0	75000	0.0
207	1,1'-Diethyl-4,4'-carbocyanine iodide	CCN1C=C/C(=C\C=C\C2=CC=[N+](C3=CC=CC=C23)CC)/C4=CC=CC=C41.[I-]	709.5	210000	0.006999999999999999
208	1,1'-Diethyl-4,4'-dicarbocyanine iodide	CCN1C=C/C(=C\C=C\C=C\C2=CC=[N+](C3=CC=CC=C23)CC)/C4=CC=CC=C41.[I-]	818.0	213000	0.033
209	3,3'-Diethyloxacarbocyanine iodide	CCN\1C2=CC=CC=C2O/C1=C\C=C\C3=[N+](C4=CC=CC=C4O3)CC.[I-]	485.0	149000	0.05
210	3,3'-Diethyloxadicarbocyanine iodide	CCN\1C2=CC=CC=C2O/C1=C/C=C/C=C/C3=[N+](C4=CC=CC=C4O3)CC.[I-]	582.0	237000	0.49
211	3,3'-Diethyloxatricarbocyanine iodide	CCN\1C2=CC=CC=C2O/C1=C\C=C\C=C\C=C\C3=[N+](C4=CC=CC=C4O3)CC.[I-]	687.5	220000	0.49
212	1,1'-Diethyl-3,3,3',3'-tetramethylindocarbocyanine Iodide	CCN\1C2=CC=CC=C2C(/C1=C\C=C\C3=[N+](C4=CC=CC=C4C3(C)C)CC)(C)C.[I-]	544.25	133000	0.07
215	Indocyanine Green	CC1(C(=[N+](C2=C1C3=CC=CC=C3C=C2)CCCCS(=O)(=O)[O-])/C=C/C=C/C=C/C=C/4\C(C5=C(N4CCCCS(=O)(=O)[O-])C=CC6=CC=CC=C65)(C)C)C.[Na+]	789.0	194000	0.05
216	3,3'-Diethylthiacarbocyanine iodide	CCN\1C2=CC=CC=C2S/C1=C\C=C\C3=[N+](C4=CC=CC=C4S3)CC.[I-]	559.25	161000	0.05
217	3,3'-Diethylthiadicarbocyanine iodide 	CCN\1C2=CC=CC=C2S/C1=C\C=C\C=C\C3=[N+](C4=CC=CC=C4S3)CC.[I-]	655.75	249000	0.35
