#	Name	name_smiles	Wavelength	Epsilon	Quantum Yield	cfp
11	Anisole	COC1=CC=CC=C1	220.0	7800	0.45	[224, 255, 255, 255, 0, 8, 0, 0, 14, 0, 0, 0, 9, 3, 132, 177, 0, 17, 0, 170, 98, 18, 93, 1, 60, 220, 209, 0, 109, 0, 85, 1, 244, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
12	Benzonitrile	C1=CC=C(C=C1)C#N	222.0	13100	0.23	[224, 255, 255, 255, 0, 8, 0, 0, 14, 0, 0, 0, 68, 134, 41, 1, 166, 113, 2, 230, 165, 2, 94, 124, 209, 0, 6, 117, 3, 30, 244, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
13	Benzaldehyde	C1=CC=C(C=C1)C=O	242.0	13200	0.0	[224, 255, 255, 255, 0, 8, 0, 0, 14, 0, 0, 0, 21, 4, 17, 2, 86, 181, 1, 60, 80, 116, 48, 220, 101, 0, 52, 197, 3, 244, 125, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
14	Benzoic acid	C1=CC=C(C=C1)C(=O)O	227.0	8270	0.0	[224, 255, 255, 255, 0, 8, 0, 0, 14, 0, 0, 0, 212, 105, 2, 132, 5, 1, 113, 0, 97, 2, 98, 120, 209, 0, 8, 177, 3, 244, 86, 134, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
15	Acetophenone	CC(=O)C1=CC=CC=C1	241.0	12800	0.0	[224, 255, 255, 255, 0, 8, 0, 0, 16, 0, 0, 0, 21, 4, 141, 1, 64, 113, 0, 69, 1, 78, 26, 32, 220, 209, 0, 8, 177, 3, 138, 104, 86, 134, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
16	Aniline	C1=CC=C(C=C1)N	288.0	1760	0.17	[224, 255, 255, 255, 0, 8, 0, 0, 11, 0, 0, 0, 21, 4, 212, 29, 4, 29, 1, 164, 54, 209, 0, 152, 145, 2, 106, 136, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
17	N,N-Dimethyl-aniline	CN(C)C1=CC=CC=C1	251.0	14900	0.19	[224, 255, 255, 255, 0, 8, 0, 0, 14, 0, 0, 0, 129, 2, 200, 109, 3, 61, 0, 189, 0, 60, 14, 132, 70, 205, 0, 0, 253, 2, 98, 244, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
18	Phenylhydrazine Hydrochloride	C1=CC=C(C=C1)NN.Cl	279.0	490	0.0	[224, 255, 255, 255, 0, 8, 0, 0, 15, 0, 0, 0, 142, 238, 105, 0, 84, 229, 2, 1, 4, 126, 36, 54, 209, 0, 48, 17, 0, 137, 0, 96, 244, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
19	Chlorobenzene	C1=CC=C(C=C1)Cl	265.0	280	0.0042	[224, 255, 255, 255, 0, 8, 0, 0, 11, 0, 0, 0, 97, 1, 177, 0, 173, 0, 60, 117, 5, 34, 220, 209, 0, 185, 2, 132, 244, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
20	Iodobenzene	C1=CC=C(C=C1)I	228.0	13200	0.0	[224, 255, 255, 255, 0, 8, 0, 0, 11, 0, 0, 0, 21, 4, 226, 117, 0, 117, 2, 49, 0, 220, 209, 0, 85, 1, 109, 0, 102, 140, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
21	Nitrobenzene	C1=CC=C(C=C1)[N+](=O)[O-]	258.0	8140	0.0	[224, 255, 255, 255, 0, 8, 0, 0, 16, 0, 0, 0, 21, 4, 17, 2, 128, 74, 30, 136, 229, 1, 212, 6, 148, 210, 149, 1, 45, 0, 116, 126, 178, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
22	Styrene	C=CC1=CC=CC=C1	248.0	14700	0.22	[224, 255, 255, 255, 0, 8, 0, 0, 14, 0, 0, 0, 141, 1, 133, 0, 193, 2, 245, 2, 150, 220, 101, 0, 24, 26, 254, 33, 0, 208, 244, 125, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
23	Phenylacetylene	C#CC1=CC=CC=C1	236.0	17600	0.11	[224, 255, 255, 255, 0, 8, 0, 0, 14, 0, 0, 0, 204, 121, 2, 113, 2, 130, 185, 0, 116, 226, 168, 50, 209, 0, 225, 1, 208, 30, 244, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
24	1,4-Diethynylbenzene	C#CC1=CC=C(C=C1)C#C	274.0	28200	0.19	[224, 255, 255, 255, 0, 8, 0, 0, 11, 0, 0, 0, 204, 237, 6, 130, 185, 0, 116, 25, 1, 57, 1, 225, 1, 240, 244, 160, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
25	Phenylpropargyl aldehyde	C1=CC=C(C=C1)C#CC=O	277.0	5000	0.0	[224, 255, 255, 255, 0, 8, 0, 0, 19, 0, 0, 0, 204, 121, 2, 80, 81, 1, 12, 46, 38, 90, 193, 0, 172, 166, 102, 116, 209, 0, 72, 241, 2, 30, 244, 21, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
26	Phenylboronic acid	B(C1=CC=CC=C1)(O)O	227.0	9520	0.26	[224, 255, 255, 255, 0, 8, 0, 0, 14, 0, 0, 0, 169, 0, 118, 80, 234, 229, 0, 157, 1, 46, 1, 2, 220, 209, 0, 225, 0, 44, 133, 0, 244, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
27	Vanillin	COC1=C(C=CC(=C1)C=O)O	222.0	9770	0.0	[224, 255, 255, 255, 0, 8, 0, 0, 25, 0, 0, 0, 50, 125, 1, 177, 3, 70, 86, 0, 222, 66, 66, 174, 80, 104, 10, 208, 77, 1, 188, 120, 130, 8, 57, 0, 154, 40, 46, 192, 124, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
28	3-Hydroxyacetophenone	CC(=O)C1=CC(=CC=C1)O	218.0	19000	0.0	[224, 255, 255, 255, 0, 8, 0, 0, 21, 0, 0, 0, 130, 236, 17, 1, 173, 1, 64, 188, 122, 134, 53, 0, 42, 34, 58, 0, 141, 2, 8, 97, 1, 77, 0, 138, 104, 86, 134, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
29	Ethyl 4-(dimethylamino)benzoate	CCOC(=O)C1=CC=C(C=C1)N(C)C	310.25	23200	0.29	[224, 255, 255, 255, 0, 8, 0, 0, 26, 0, 0, 0, 160, 128, 2, 73, 0, 221, 2, 86, 88, 82, 42, 94, 146, 156, 192, 76, 132, 148, 49, 0, 0, 8, 33, 0, 185, 0, 4, 42, 54, 244, 86, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
30	Gallacetophenone	CC(=O)C1=C(C(=C(C=C1)O)O)O	291.0	12500	0.0	[224, 255, 255, 255, 0, 8, 0, 0, 20, 0, 0, 0, 134, 25, 0, 244, 17, 3, 109, 0, 0, 65, 0, 128, 78, 9, 3, 188, 252, 8, 57, 0, 10, 126, 104, 86, 120, 24, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
